State,Agencytype,Agencyname,Race,Religion,Sexualorientation,Ethnicity,Disability,Gender,GenderIdentity,1stquarter,2ndquarter,3rdquarter,4thquarter,Population
New York,StatePoliceAgencies,StatePolice:DutchessCounty,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Kentucky,StatePoliceAgencies,StatePolice:Frankfort,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
New York,StatePoliceAgencies,StatePolice:FranklinCounty,1,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,
Pennsylvania,StatePoliceAgencies,StatePolice:FranklinCounty,1,0,0,0,0,0.0,0.0,1.0,,0.0,0.0,
Maryland,StatePoliceAgencies,StatePolice:FrederickCounty,0,2,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,
Michigan,StatePoliceAgencies,StatePolice:GeneseeCounty,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,
Kentucky,StatePoliceAgencies,StatePolice:Henderson,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Indiana,StatePoliceAgencies,StatePolice:HenryCounty,1,1,0,0,0,0.0,0.0,2.0,,,,
New York,StatePoliceAgencies,StatePolice:HerkimerCounty,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Michigan,OtherAgencies,"StatePolice:Huron-ClintonMetropolitanAuthority,LowerHuronMetropark",2,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,
Pennsylvania,StatePoliceAgencies,StatePolice:IndianaCounty,1,0,0,0,0,0.0,0.0,0.0,1.0,,0.0,
Michigan,StatePoliceAgencies,StatePolice:JacksonCounty,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
New York,StatePoliceAgencies,StatePolice:JeffersonCounty,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Delaware,StatePoliceAgencies,StatePolice:KentCounty,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Indiana,StatePoliceAgencies,StatePolice:KnoxCounty,1,0,0,0,0,0.0,0.0,,,,1.0,
Indiana,StatePoliceAgencies,StatePolice:LakeCounty,1,0,0,0,0,0.0,0.0,1.0,,,,
Pennsylvania,StatePoliceAgencies,StatePolice:LancasterCounty,1,1,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,
New York,StatePoliceAgencies,StatePolice:MadisonCounty,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Kentucky,StatePoliceAgencies,StatePolice:Madisonville,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Indiana,StatePoliceAgencies,StatePolice:MonroeCounty,0,0,0,1,0,0.0,0.0,,1.0,,,
Kentucky,StatePoliceAgencies,StatePolice:Morehead,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
New York,StatePoliceAgencies,StatePolice:NassauCounty,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Delaware,StatePoliceAgencies,StatePolice:NewCastleCounty,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Michigan,StatePoliceAgencies,StatePolice:OaklandCounty,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
New Jersey,StatePoliceAgencies,StatePolice:OceanCounty,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
New York,StatePoliceAgencies,StatePolice:OrangeCounty,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
New York,StatePoliceAgencies,StatePolice:OtsegoCounty,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Indiana,StatePoliceAgencies,StatePolice:PerryCounty,1,0,0,0,0,0.0,0.0,1.0,,,,
Pennsylvania,StatePoliceAgencies,StatePolice:PikeCounty,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Kentucky,StatePoliceAgencies,StatePolice:Pikeville,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
New York,StatePoliceAgencies,StatePolice:PutnamCounty,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,
Maryland,StatePoliceAgencies,StatePolice:QueenAnne'sCounty,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Kentucky,StatePoliceAgencies,StatePolice:Richmond,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
New Jersey,StatePoliceAgencies,StatePolice:SalemCounty,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
New York,StatePoliceAgencies,StatePolice:SaratogaCounty,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Pennsylvania,StatePoliceAgencies,StatePolice:SkippackCounty,2,0,1,0,0,0.0,0.0,0.0,3.0,0.0,0.0,
New York,StatePoliceAgencies,StatePolice:SteubenCounty,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,
Delaware,StatePoliceAgencies,StatePolice:SussexCounty,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
New York,StatePoliceAgencies,StatePolice:UlsterCounty,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Michigan,StatePoliceAgencies,StatePolice:VanBurenCounty,0,0,2,0,0,0.0,0.0,0.0,0.0,2.0,0.0,
New York,StatePoliceAgencies,StatePolice:WestchesterCounty,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
New York,UniversitiesandColleges,StateUniversityofNewYorkAgriculturalandTechnicalCollege:Alfred,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3528.0
New York,UniversitiesandColleges,StateUniversityofNewYorkAgriculturalandTechnicalCollege:Cobleskill,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2492.0
New York,UniversitiesandColleges,StateUniversityofNewYorkAgriculturalandTechnicalCollege:Morrisville,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,3095.0
New York,UniversitiesandColleges,StateUniversityofNewYorkCollege:Buffalo,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,11781.0
New York,UniversitiesandColleges,StateUniversityofNewYorkCollege:Cortland,2,1,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,7098.0
New York,UniversitiesandColleges,StateUniversityofNewYorkCollege:Fredonia,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,5521.0
New York,UniversitiesandColleges,StateUniversityofNewYorkCollege:NewPaltz,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,7655.0
New York,UniversitiesandColleges,StateUniversityofNewYorkCollege:Oneonta,0,2,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,6041.0
New York,UniversitiesandColleges,StateUniversityofNewYorkCollege:Oswego,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,7921.0
New York,UniversitiesandColleges,StateUniversityofNewYorkCollege:Potsdam,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,4224.0
New York,UniversitiesandColleges,StateUniversityofNewYorkCollege:Purchase,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,4240.0
New York,UniversitiesandColleges,StateUniversityofNewYork:Binghamton,0,2,0,0,0,0.0,1.0,0.0,0.0,3.0,1.0,15308.0
New York,UniversitiesandColleges,StateUniversityofNewYork:StonyBrook,0,2,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,23946.0
Colorado,Cities,SteamboatSprings,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,12008.0
Illinois,Cities,Sterling,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,15183.0
Washington,MetropolitanCounties,Stevens,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
California,Cities,Stockton,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,299796.0
Massachusetts,Cities,Stoughton,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,28186.0
Connecticut,Cities,Stratford,1,1,0,1,0,0.0,0.0,0.0,1.0,1.0,1.0,52285.0
Ohio,Cities,Struthers,1,1,0,0,1,0.0,0.0,0.0,2.0,0.0,1.0,10522.0
Connecticut,Cities,Suffield,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,15908.0
Virginia,Cities,Suffolk,3,0,0,0,0,0.0,0.0,0.0,1.0,2.0,0.0,85475.0
New York,MetropolitanCounties,SuffolkCountyPoliceDepartment,26,50,7,4,0,0.0,0.0,11.0,33.0,22.0,21.0,
Tennessee,MetropolitanCounties,Sullivan,2,1,0,2,0,0.0,0.0,1.0,2.0,2.0,0.0,
South Carolina,Cities,Summerville,2,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,45210.0
Utah,NonmetropolitanCounties,Summit,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Michigan,Cities,SumpterTownship,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.0,9310.0
South Carolina,MetropolitanCounties,Sumter,1,0,1,0,0,0.0,0.0,0.0,0.0,2.0,0.0,
Washington,Cities,Sunnyside,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,16099.0
California,Cities,Sunnyvale,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,148160.0
Florida,Cities,Sunrise,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,90274.0
North Carolina,NonmetropolitanCounties,Surry,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Oregon,Cities,Sutherlin,1,0,0,0,0,0.0,0.0,0.0,1.0,,0.0,7747.0
North Carolina,NonmetropolitanCounties,Swain,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Massachusetts,Cities,Swampscott,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,13995.0
Washington,Cities,Tacoma,3,0,2,0,0,0.0,0.0,2.0,0.0,3.0,0.0,203226.0
California,Cities,Taft,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,8839.0
Oklahoma,Cities,Talihina,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1112.0
Florida,Cities,Tallahassee,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,188714.0
Massachusetts,Cities,Taunton,2,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,56264.0
Michigan,Cities,Taylor,1,0,2,0,0,0.0,0.0,1.0,2.0,0.0,0.0,61836.0
California,Cities,Tehachapi,1,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,13607.0
Colorado,Cities,Telluride,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2313.0
California,Cities,Temecula,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,106680.0
Arizona,Cities,Tempe,1,0,2,0,0,0.0,0.0,2.0,0.0,1.0,0.0,168501.0
Texas,Cities,Temple,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,69937.0
California,Cities,TempleCity,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,36269.0
Texas,Cities,Terrell,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,16233.0
South Carolina,UniversitiesandColleges,TheCitadel,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,3499.0
North Carolina,Cities,Thomasville,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,26866.0
Colorado,Cities,Thornton,0,1,2,0,0,0.0,0.0,0.0,0.0,1.0,2.0,125775.0
California,Cities,ThousandOaks,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,128884.0
Michigan,Cities,ThreeRivers,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,7712.0
Washington,MetropolitanCounties,Thurston,3,0,1,0,0,0.0,0.0,0.0,1.0,1.0,2.0,
Oregon,Cities,Tigard,8,0,0,1,0,0.0,0.0,2.0,3.0,4.0,,50311.0
Tennessee,MetropolitanCounties,Tipton,2,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,
Oregon,Cities,Toledo,2,0,1,0,1,0.0,0.0,1.0,2.0,1.0,0.0,3461.0
New Jersey,Cities,TomsRiverTownship,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,92332.0
Oklahoma,Cities,Tonkawa,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,3150.0
Oklahoma,OtherAgencies,TonkawaTribal,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Utah,Cities,Tooele,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,32241.0
Utah,MetropolitanCounties,Tooele,4,0,0,0,1,0.0,0.0,1.0,3.0,0.0,1.0,
California,Cities,Torrance,1,0,0,1,0,0.0,0.0,0.0,0.0,2.0,0.0,147534.0
Connecticut,Cities,Torrington,5,0,0,0,0,0.0,0.0,1.0,3.0,1.0,0.0,35634.0
New Jersey,Cities,Totowa,1,1,1,0,0,0.0,0.0,0.0,1.0,2.0,0.0,10985.0
Maryland,UniversitiesandColleges,TowsonUniversity,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,21960.0
California,Cities,Tracy,4,0,1,1,0,0.0,0.0,2.0,1.0,3.0,0.0,85174.0
Michigan,Cities,TraverseCity,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,14989.0
Texas,MetropolitanCounties,Travis,1,0,2,1,0,0.0,0.0,2.0,1.0,0.0,1.0,
Michigan,Cities,Trenton,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,18483.0
New Jersey,Cities,Trenton,1,0,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,84439.0
Kentucky,MetropolitanCounties,Trigg,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Ohio,Cities,Trotwood,1,0,1,0,0,0.0,0.0,0.0,2.0,0.0,0.0,24282.0
Michigan,Cities,Troy,2,1,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,82608.0
New York,Cities,Troy,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,49898.0
Ohio,Cities,Troy,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,25424.0
Ohio,MetropolitanCounties,Trumbull,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
New York,Cities,TuckahoeVillage,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,6578.0
Arizona,Cities,Tucson,13,6,6,1,0,0.0,0.0,8.0,8.0,6.0,4.0,525486.0
Massachusetts,UniversitiesandColleges,"TuftsUniversity,Medford",0,1,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,10837.0
Washington,Cities,Tukwila,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,19765.0
Tennessee,Cities,Tullahoma,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,18773.0
Oklahoma,MetropolitanCounties,Tulsa,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Washington,Cities,Tumwater,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,18343.0
California,Cities,Turlock,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,70075.0
Alabama,Cities,Tuscaloosa,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,94126.0
Michigan,NonmetropolitanCounties,Tuscola,2,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,
Idaho,Cities,TwinFalls,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,45378.0
Ohio,Cities,Twinsburg,0,1,0,1,0,0.0,0.0,0.0,,1.0,1.0,18750.0
Texas,Cities,Tyler,1,0,3,1,0,0.0,0.0,2.0,1.0,0.0,2.0,100033.0
Utah,NonmetropolitanCounties,Uintah,2,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,
New York,MetropolitanCounties,Ulster,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Oregon,NonmetropolitanCounties,Umatilla,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
South Carolina,MetropolitanCounties,Union,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
New Jersey,Cities,UnionBeach,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,6198.0
California,Cities,UnionCity,1,0,0,4,0,0.0,0.0,1.0,3.0,1.0,0.0,72480.0
New Jersey,Cities,UnionCity,0,1,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,68254.0
Ohio,Cities,"UnionTownship,ClermontCounty",1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,47066.0
Missouri,Cities,UniversityCity,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,35186.0
Arizona,UniversitiesandColleges,UniversityofArizona,2,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,40223.0
Arkansas,UniversitiesandColleges,"UniversityofArkansas,PineBluff",0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2828.0
California,UniversitiesandColleges,UniversityofCalifornia:Berkeley,3,2,1,1,0,0.0,0.0,1.0,1.0,4.0,1.0,35893.0
California,UniversitiesandColleges,UniversityofCalifornia:Davis,1,0,1,1,0,0.0,0.0,0.0,3.0,0.0,0.0,32354.0
California,UniversitiesandColleges,UniversityofCalifornia:Riverside,2,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,20947.0
California,UniversitiesandColleges,UniversityofCalifornia:SanDiego,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,28294.0
California,UniversitiesandColleges,UniversityofCalifornia:SantaCruz,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,17404.0
Oklahoma,UniversitiesandColleges,UniversityofCentralOklahoma,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,17211.0
Colorado,UniversitiesandColleges,"UniversityofColorado,Boulder",0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2.0,31945.0
Connecticut,UniversitiesandColleges,"UniversityofConnecticut,Storrs,AveryPoint,andHartford3",3,1,0,1,0,0.0,0.0,2.0,1.0,1.0,1.0,
Georgia,UniversitiesandColleges,UniversityofGeorgia,2,1,1,0,0,0.0,0.0,1.0,0.0,0.0,3.0,34519.0
Illinois,UniversitiesandColleges,"UniversityofIllinois,Springfield",1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,5048.0
Kentucky,UniversitiesandColleges,UniversityofLouisville,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,21239.0
Massachusetts,UniversitiesandColleges,UniversityofMassachusetts:Amherst,2,3,1,1,0,0.0,0.0,3.0,0.0,2.0,2.0,28236.0
Massachusetts,UniversitiesandColleges,"UniversityofMassachusetts:HarborCampus,Boston",0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,15874.0
Michigan,UniversitiesandColleges,"UniversityofMichigan,AnnArbor",0,1,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,43426.0
Minnesota,UniversitiesandColleges,"UniversityofMinnesota,Morris",1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1896.0
Missouri,UniversitiesandColleges,"UniversityofMissouri,Columbia",2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,34704.0
New Hampshire,UniversitiesandColleges,UniversityofNewHampshire,1,0,1,0,0,,,1.0,0.0,1.0,0.0,15267.0
Louisiana,UniversitiesandColleges,UniversityofNewOrleans,1,0,0,0,0,0.0,0.0,1.0,0.0,,0.0,10071.0
North Carolina,UniversitiesandColleges,UniversityofNorthCarolina:Greensboro,1,0,2,0,0,0.0,0.0,0.0,0.0,1.0,2.0,18516.0
North Carolina,UniversitiesandColleges,UniversityofNorthCarolina:Wilmington,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,13733.0
Rhode Island,UniversitiesandColleges,UniversityofRhodeIsland,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,16451.0
Virginia,UniversitiesandColleges,UniversityofRichmond,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4361.0
South Carolina,UniversitiesandColleges,"UniversityofSouthCarolina,Upstate",1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,5561.0
Texas,UniversitiesandColleges,"UniversityofTexas,Austin",1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,52186.0
Utah,UniversitiesandColleges,UniversityofUtah,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,32388.0
Vermont,UniversitiesandColleges,UniversityofVermont,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,13098.0
Washington,UniversitiesandColleges,UniversityofWashington,3,2,0,0,0,0.0,0.0,0.0,2.0,0.0,3.0,43485.0
Wisconsin,UniversitiesandColleges,"UniversityofWisconsin,Platteville",0,1,2,0,0,0.0,0.0,3.0,0.0,0.0,0.0,8668.0
Ohio,Cities,UpperArlington,3,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,34369.0
Illinois,Cities,Urbana,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,41598.0
Ohio,Cities,Urbana,1,1,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,11599.0
Utah,MetropolitanCounties,Utah,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Utah,StatePoliceAgencies,UtahHighwayPatrol,2,0,1,3,0,0.0,0.0,2.0,1.0,2.0,1.0,
Utah,UniversitiesandColleges,"UtahStateUniversity,Logan",0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,28786.0
Utah,OtherAgencies,UtahTransitAuthority,2,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,
Michigan,Cities,Utica,2,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,4765.0
New York,Cities,Utica,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,61686.0
California,Cities,Vallejo,1,0,0,1,0,0.0,0.0,0.0,2.0,0.0,0.0,118336.0
North Dakota,Cities,ValleyCity,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,6580.0
Michigan,MetropolitanCounties,VanBuren,3,0,1,0,0,0.0,0.0,1.0,1.0,2.0,0.0,
Michigan,Cities,VanBurenTownship,1,1,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,28282.0
Washington,Cities,Vancouver,5,0,3,0,0,0.0,0.0,2.0,5.0,0.0,1.0,166535.0
Ohio,Cities,Vandalia,2,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,15181.0
Tennessee,UniversitiesandColleges,VanderbiltUniversity,3,1,1,0,0,0.0,0.0,1.0,1.0,0.0,3.0,12710.0
Florida,Cities,Venice,0,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,21151.0
California,Cities,Ventura,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,108204.0
California,MetropolitanCounties,Ventura,1,1,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,
South Dakota,Cities,Vermillion,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,10892.0
California,Cities,Vernon,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,115.0
New Jersey,Cities,Verona,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,13429.0
Texas,Cities,Victoria,0,2,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,64979.0
California,Cities,Victorville,6,0,1,0,0,0.0,0.0,2.0,1.0,2.0,2.0,121699.0
Texas,Cities,Vidor,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,10984.0
Georgia,Cities,VillaRica,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,14307.0
Kentucky,Cities,VineGrove,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,5298.0
New Jersey,Cities,Vineland,0,1,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,60863.0
Virginia,Cities,VirginiaBeach,3,2,0,0,0,0.0,0.0,1.0,1.0,1.0,2.0,450687.0
Virginia,UniversitiesandColleges,VirginiaCommonwealthUniversity,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,31445.0
Virginia,UniversitiesandColleges,VirginiaMilitaryInstitute,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1664.0
California,Cities,Visalia,1,0,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,127824.0
California,Cities,Vista,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,96712.0
Florida,MetropolitanCounties,Volusia,2,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,
New Jersey,Cities,VoorheesTownship,2,1,0,0,0,0.0,0.0,0.0,2.0,1.0,0.0,29284.0
Minnesota,Cities,Wadena,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,4092.0
North Carolina,Cities,Wadesboro,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,5673.0
Oklahoma,MetropolitanCounties,Wagoner,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Minnesota,Cities,WaitePark,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,6683.0
North Carolina,UniversitiesandColleges,WakeForestUniversity,0,0,2,0,0,0.0,0.0,1.0,0.0,1.0,0.0,7432.0
Maine,NonmetropolitanCounties,Waldo,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Connecticut,Cities,Wallingford,2,0,0,2,0,0.0,0.0,1.0,1.0,2.0,0.0,45185.0
California,Cities,WalnutCreek,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,66149.0
North Dakota,NonmetropolitanCounties,Walsh,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,
Massachusetts,Cities,Waltham,0,1,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,62446.0
Ohio,Cities,Wapakoneta,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,9812.0
Michigan,Cities,Warren,7,1,0,0,0,1.0,0.0,0.0,0.0,4.0,5.0,134167.0
Ohio,Cities,Warren,3,0,0,0,1,0.0,0.0,0.0,3.0,1.0,0.0,40474.0
Ohio,Cities,WarrenTownship,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,5450.0
Tennessee,Cities,Wartburg,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,912.0
Rhode Island,Cities,Warwick,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,81789.0
DC,Cities,Washington,18,6,31,3,0,0.0,12.0,19.0,21.0,20.0,10.0,646449.0
New Jersey,Cities,Washington,3,1,0,0,0,0.0,0.0,1.0,0.0,2.0,1.0,6408.0
Ohio,NonmetropolitanCounties,Washington,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,
Utah,MetropolitanCounties,Washington,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,
Washington,UniversitiesandColleges,"WashingtonStateUniversity,Pullman",0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,27679.0
New Jersey,Cities,"WashingtonTownship,GloucesterCounty",2,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,48110.0
New Jersey,Cities,"WashingtonTownship,WarrenCounty",0,0,1,0,0,0.0,0.0,0.0,0.0,,1.0,6493.0
Washington,Cities,Washougal,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,14733.0
Michigan,MetropolitanCounties,Washtenaw,3,3,0,0,0,0.0,0.0,0.0,2.0,2.0,2.0,
New Jersey,Cities,Watchung,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,5844.0
Connecticut,Cities,Waterbury,6,0,0,0,0,0.0,0.0,3.0,1.0,2.0,0.0,109763.0
